bess_storage,height,net_production,utilised_production,coverage_pct,gross_production,net_p_ratio,average_hws,capacity_pct,years,utilised_production_per_year,net_production_per_year
0,100,41.820267839659444,41.820267839659444,0.008475248832615809,45.47761246616228,0.008475248832615809,4.186222415367343,8.92131456064822e-08,5.6290212183436,7.429403126671017,7.429403126671017
40000,100,41.82400479848425,41.82400479848425,0.008476006160522912,45.47761246616228,0.008476006160522912,4.186222415367343,8.922111747918854e-08,5.6290212183436,7.430067000314384,7.430067000314384
80000,100,41.80695392706359,41.80695392706359,0.00847255064993993,45.47761246616228,0.00847255064993993,4.186222415367343,8.91847436835782e-08,5.6290212183436,7.427037899737343,7.427037899737343
120000,100,41.82456003345375,41.82456003345375,0.008476118683822502,45.47761246616228,0.008476118683822502,4.186222415367343,8.922230193497369e-08,5.6290212183436,7.430165638238805,7.430165638238805
160000,100,41.81329946341471,41.81329946341471,0.008473836629258817,45.47761246616228,0.008473836629258817,4.186222415367343,8.919828030798754e-08,5.6290212183436,7.42816518920828,7.42816518920828
200000,100,41.81951574261683,41.81951574261683,0.008475096413468067,45.47761246616228,0.008475096413468067,4.186222415367343,8.92115411944007e-08,5.6290212183436,7.429269516046108,7.429269516046108
240000,100,41.81983781447271,41.81983781447271,0.008475161684191131,45.47761246616228,0.008475161684191131,4.186222415367343,8.921222825464347e-08,5.6290212183436,7.429326732361945,7.429326732361945
280000,100,41.82121522152642,41.82121522152642,0.008475440827968228,45.47761246616228,0.008475440827968228,4.186222415367343,8.921516661019187e-08,5.6290212183436,7.429571429796948,7.429571429796948
320000,100,41.82789371072584,41.82789371072584,0.008476794283139964,45.47761246616228,0.008476794283139964,4.186222415367343,8.922941350673647e-08,5.6290212183436,7.430757868600493,7.430757868600493
360000,100,41.81029104502372,41.81029104502372,0.008473226946543393,45.47761246616228,0.008473226946543393,4.186222415367343,8.919186259519361e-08,5.6290212183436,7.4276307413399385,7.4276307413399385
400000,100,41.81750364101916,41.81750364101916,0.00847468864320265,45.47761246616228,0.00847468864320265,4.186222415367343,8.920724887581738e-08,5.6290212183436,7.428912064631444,7.428912064631444
