bess_storage,height,net_production,utilised_production,coverage_pct,gross_production,net_p_ratio,average_hws,capacity_pct,years,utilised_production_per_year,net_production_per_year
80000.0,100,2162.2900539358398,1159.6121878633828,0.6571937433987083,2351.439085390613,1.2254471880622442,5.56901069968788,1.2847281957847553e-06,24.0,48.317174494307615,90.09541891399333
