bess_storage,height,net_production,utilised_production,coverage_pct,gross_production,net_p_ratio,average_hws,capacity_pct,years,utilised_production_per_year,net_production_per_year
0,80,519.5797494957709,519.5797494957709,0.29446444607869,565.0749646677683,0.29446444607869,5.44611805159096,3.087091636577466e-07,24.0,21.649156228990453,21.649156228990453
0,85,525.2922747040087,525.2922747040087,0.2977019386345233,571.2550598540003,0.2977019386345233,5.479235220677287,3.1210326991596835e-07,24.0,21.88717811266703,21.88717811266703
0,90,530.6471497205566,530.6471497205566,0.30073673802210266,577.0888325260147,0.30073673802210266,5.510643336497621,3.1528487772392185e-07,24.0,22.11029790502319,22.11029790502319
0,95,535.7636519393612,535.7636519393612,0.3036364430109572,582.6133182167518,0.3036364430109572,5.5405185444556055,3.1832485594161227e-07,24.0,22.323485497473385,22.323485497473385
0,100,540.5444028782651,540.5444028782651,0.3063458657288955,587.8597713476532,0.3063458657288955,5.56901069968788,3.211653469835308e-07,24.0,22.52268345326105,22.52268345326105
0,105,545.0765053744011,545.0765053744011,0.30891437047218395,592.8538428884183,0.30891437047218395,5.596248386846905,3.2385810314377584e-07,24.0,22.71152105726671,22.71152105726671
0,110,549.5410097204458,549.5410097204458,0.31144456492366085,597.6193897075194,0.31144456492366085,5.6223427916388085,3.265106957518429e-07,24.0,22.89754207168524,22.89754207168524
0,115,553.6998687816998,553.6998687816998,0.31380153924950777,602.1774253963257,0.31380153924950777,5.647390726322928,3.289816887107027e-07,24.0,23.07082786590416,23.07082786590416
0,120,557.7437855231735,557.7437855231735,0.31609337164756024,606.5444261739722,0.31609337164756024,5.671477022318241,3.3138438850101096e-07,24.0,23.239324396798896,23.239324396798896
0,125,561.5308629626186,561.5308629626186,0.31823964401777,610.7346199046245,0.31823964401777,5.694676442824826,3.3363448679712965e-07,24.0,23.397119290109107,23.397119290109107
0,130,565.2779041507799,565.2779041507799,0.32036322641099596,614.7625144850842,0.32036322641099596,5.717055226857707,3.358607974886279e-07,24.0,23.553246006282496,23.553246006282496
0,135,568.7627442041677,568.7627442041677,0.32233821003379787,618.6404732299769,0.32233821003379787,5.738672346995377,3.3793132094418284e-07,24.0,23.698447675173654,23.698447675173654
0,140,572.2402615887635,572.2402615887635,0.3243090436380285,622.3787794351048,0.3243090436380285,5.759580542434445,3.3999749362401816e-07,24.0,23.843344232865146,23.843344232865146
0,145,575.6120213393607,575.6120213393607,0.32621994060472814,625.9870332790123,0.32621994060472814,5.779827173988501,3.420008302314819e-07,24.0,23.983834222473362,23.983834222473362
0,150,578.766932809677,578.766932809677,0.3280079418873716,629.4744479015383,0.3280079418873716,5.7994549367319586,3.438753260761732e-07,24.0,24.115288867069875,24.115288867069875
0,155,581.9026335427354,581.9026335427354,0.3297850557574265,632.8477725236357,0.3297850557574265,5.818502457892561,3.4573840782969203e-07,24.0,24.24594306428064,24.24594306428064
0,160,584.9160117035024,584.9160117035024,0.33149284504636045,636.1140086076741,0.33149284504636045,5.837004801535051,3.4752881142547817e-07,24.0,24.371500487645932,24.371500487645932
