bess_storage,height,net_production,utilised_production,coverage_pct,gross_production,net_p_ratio,average_hws,years,utilised_production_per_year,net_production_per_year
0,80,607.5563618217002,568.3452467334835,0.3681281120208306,660.8036130026057,0.39352590297732937,5.419005744798715,20.999315537303218,27.064941508396977,28.93219832534237
0,85,614.9491767133283,574.183635390124,0.37190974828112433,668.8326325036727,0.3983143709098337,5.45195804730671,20.999315537303218,27.342969077737,29.28424860424291
0,90,622.0234382345517,579.8243939145119,0.37556337571600296,676.4296106582988,0.4028965057173599,5.483209804696355,20.999315537303218,27.611585381652603,29.621129180595826
0,95,628.592148396641,585.035111984304,0.3789384577041609,683.6391580642877,0.40715118521768123,5.512936285469953,20.999315537303218,27.859722901208215,29.93393509802779
0,100,634.9304983226572,589.9650881587074,0.3821316977845902,690.4986897618859,0.41125665597687605,5.541286598743149,20.999315537303218,28.094491323333493,30.235771122861866
0,105,640.8898962481537,594.7147455357307,0.3852081419230758,697.0413373155668,0.415116672260469,5.568388689037843,20.999315537303218,28.32067285618326,30.519561226158817
0,110,646.6867282022195,599.254367628256,0.38814854218121864,703.2958409077564,0.41887139144782404,5.5943531885464655,20.999315537303218,28.536852382818836,30.79560984039904
0,115,652.1579216591999,603.5448990662275,0.39092760164710544,709.2882773469404,0.42241518833782143,5.619276427569705,20.999315537303218,28.74117006309512,31.05615135410988
0,120,657.5618736673205,607.695799127328,0.39361621919332845,715.038562240097,0.42591543165231066,5.643242815211888,20.999315537303218,28.93883841346239,31.31349078969867
0,125,662.5932001397757,611.6440179306627,0.3961735562033067,720.5652041030517,0.4291743182637684,5.666326742480867,20.999315537303218,29.12685496077895,31.55308557380092
0,130,667.4973713956524,615.4446320853579,0.3986352868526415,725.8856518507317,0.43235084400376333,5.688594118635218,20.999315537303218,29.30784248620299,31.78662515022973
0,135,672.1235694883633,619.062110699744,0.4009783971016381,731.0150979013158,0.4353473211969695,5.710103622671368,20.999315537303218,29.480108987363952,32.006927477917166
0,140,676.675034951795,622.5705833614572,0.40325090210534204,735.9662939325469,0.43829539263349704,5.730907731235372,20.999315537303218,29.647184559683474,32.22367099297824
0,145,681.1844902693705,626.0091152328624,0.4054781051183329,740.7507336403237,0.4412162532931795,5.751053569365377,20.999315537303218,29.810929509622294,32.43841395969851
0,150,685.3491132638273,629.2387222108642,0.40756998347258017,745.3805201706004,0.44391375944641887,5.770583619587713,20.999315537303218,29.964725330836785,32.63673580438239
0,155,689.5839938660614,632.4334733552238,0.40963928503515834,749.8643806151022,0.4466567727991198,5.7895363168329235,20.999315537303218,30.116861296348823,32.83840335848487
0,160,693.6094907217357,635.4955606736585,0.41162265769439493,754.2109618431442,0.4492641642850912,5.807946550606982,20.999315537303218,30.262679730906616,33.030099933000514
