bess_storage,height,net_production,utilised_production,coverage_pct,gross_production,net_p_ratio,average_hws,capacity_pct,years,utilised_production_per_year,net_production_per_year
80000.0,100,255.20113878800663,255.20113878800663,0.05171877812662262,277.4729099847822,0.05171877812662262,4.186222415367343,5.171877812662262e-07,5.6290212183436,45.33668090579739,45.33668090579739
